DATE,미국채10년금리,VIX지수,장단기금리차,신용스프레드,달러인덱스
2008-12-16,2.37,52.37,1.72,6.11,98.4771
2008-12-17,2.2,49.84,1.47,6.02,96.8227
2008-12-18,2.08,47.34,1.4,6.03,96.8447
2008-12-19,2.13,44.93,1.39,5.94,98.1278
2008-12-22,2.16,44.56,1.29,5.93,98.1643
2008-12-23,2.18,45.02,1.28,5.94,98.2698
2008-12-24,2.2,44.21,1.3,5.9,98.2249
2008-12-26,2.16,43.38,1.27,5.9,98.2594
2008-12-29,2.13,43.9,1.35,5.92,97.9359
2008-12-30,2.11,41.63,1.36,5.86,98.3833
2008-12-31,2.25,40.0,1.49,5.82,98.6518
2009-01-02,2.46,39.19,1.58,5.72,98.6008
2009-01-05,2.49,39.08,1.71,5.82,98.9195
2009-01-06,2.51,38.56,1.71,5.77,98.7871
2009-01-07,2.52,43.39,1.7,5.71,98.089
2009-01-08,2.47,42.56,1.64,5.71,98.3223
2009-01-09,2.43,42.82,1.68,5.72,98.8752
2009-01-12,2.34,45.84,1.6,5.71,99.6022
2009-01-13,2.33,43.27,1.57,5.72,100.3597
2009-01-14,2.24,49.14,1.51,5.68,100.7546
2009-01-15,2.23,51.0,1.5,5.68,101.4653
2009-01-16,2.36,46.11,1.63,5.55,100.711
2009-01-20,2.4,56.65,1.67,5.55,
2009-01-21,2.56,46.42,1.78,5.58,102.1007
2009-01-22,2.62,47.29,1.87,5.62,101.8432
2009-01-23,2.65,47.27,1.82,5.63,102.1096
2009-01-26,2.7,45.69,1.85,5.6,100.9764
2009-01-27,2.59,42.25,1.72,5.47,101.1702
2009-01-28,2.71,39.66,1.82,5.49,100.5461
2009-01-29,2.87,42.63,1.92,5.41,101.3398
2009-01-30,2.87,44.84,1.93,5.38,102.1169
2009-02-02,2.76,45.52,1.87,5.33,102.5067
2009-02-03,2.89,43.06,1.93,5.32,101.8506
2009-02-04,2.95,43.85,1.97,5.29,101.9056
2009-02-05,2.95,43.73,1.97,5.23,101.9517
2009-02-06,3.05,43.37,2.06,5.13,101.7455
2009-02-09,3.07,43.64,2.02,5.09,100.9637
2009-02-10,2.9,46.67,1.98,5.08,101.7094
2009-02-11,2.78,44.53,1.85,5.1,102.24
2009-02-12,2.75,41.25,1.86,5.16,102.598
2009-02-13,2.89,42.93,1.92,5.24,102.2958
2009-02-17,2.64,48.66,1.77,5.28,103.7625
2009-02-18,2.74,48.46,1.77,5.21,104.0385
2009-02-19,2.85,47.08,1.84,5.27,103.7656
2009-02-20,2.78,49.3,1.82,5.25,104.0244
2009-02-23,2.78,52.62,1.82,5.24,103.7416
2009-02-24,2.8,45.49,1.77,5.23,103.9829
2009-02-25,2.95,44.67,1.86,5.18,104.3086
2009-02-26,2.98,44.66,1.9,5.23,104.1813
2009-02-27,3.02,46.35,2.02,5.22,104.9284
2009-03-02,2.91,52.65,2.02,5.29,105.9617
2009-03-03,2.93,50.93,2.02,5.34,106.0249
2009-03-04,3.01,47.56,2.04,5.31,105.4558
2009-03-05,2.83,50.17,1.93,5.34,105.8064
2009-03-06,2.83,49.33,1.92,5.35,105.3937
2009-03-09,2.89,49.68,1.93,5.4,106.0182
2009-03-10,2.99,44.37,1.98,5.45,105.1153
2009-03-11,2.95,43.61,1.92,5.45,104.8499
2009-03-12,2.89,41.18,1.86,5.52,104.89
2009-03-13,2.89,42.36,1.91,5.56,104.1106
2009-03-16,2.97,43.74,1.97,5.57,103.2005
2009-03-17,3.02,40.8,1.97,5.6,103.2305
2009-03-18,2.51,40.06,1.69,5.88,103.0005
2009-03-19,2.61,43.68,1.74,5.84,100.3951
2009-03-20,2.65,45.89,1.76,5.86,101.0581
2009-03-23,2.68,43.23,1.75,5.88,101.103
2009-03-24,2.68,42.93,1.75,5.8,101.0319
2009-03-25,2.81,42.25,1.85,5.79,100.9674
2009-03-26,2.76,40.36,1.86,5.76,101.097
2009-03-27,2.78,41.04,1.88,5.72,101.8388
2009-03-30,2.73,45.54,1.89,5.75,102.749
2009-03-31,2.71,44.14,1.9,5.74,102.3761
2009-04-01,2.68,42.28,1.85,5.7,102.1252
2009-04-02,2.77,42.04,1.89,5.69,100.8733
2009-04-03,2.91,39.7,1.95,5.68,100.6429
2009-04-06,2.95,40.93,2.01,5.68,100.9428
2009-04-07,2.93,40.39,2.02,5.67,100.9808
2009-04-08,2.86,38.85,1.93,5.64,100.8948
2009-04-09,2.96,36.53,2.0,5.61,100.7988
2009-04-13,2.88,37.81,1.99,5.6,100.1369
2009-04-14,2.8,37.67,1.94,5.6,99.9097
2009-04-15,2.82,36.17,1.96,5.53,100.1497
2009-04-16,2.86,35.79,1.95,5.52,100.0517
2009-04-17,2.98,33.94,1.99,5.43,100.5719
2009-04-20,2.88,39.18,1.95,5.35,101.448
2009-04-21,2.94,37.14,1.98,5.3,101.1794
2009-04-22,2.98,38.1,1.98,5.33,101.1142
2009-04-23,2.96,37.15,1.99,5.3,101.0065
2009-04-24,3.03,36.82,2.04,5.25,100.0244
2009-04-27,2.95,38.32,2.05,5.3,100.7258
2009-04-28,3.05,37.95,2.1,5.24,101.3145
2009-04-29,3.12,36.08,2.18,5.17,100.0009
2009-04-30,3.16,36.5,2.25,5.08,100.1042
2009-05-01,3.21,35.3,2.29,5.01,100.0057
2009-05-04,3.19,34.53,2.25,4.98,99.134
2009-05-05,3.2,33.36,2.22,4.93,98.8529
2009-05-06,3.18,32.45,2.22,4.91,98.9044
2009-05-07,3.29,33.44,2.29,4.9,98.552
2009-05-08,3.29,32.05,2.29,4.85,98.1269
2009-05-11,3.17,32.87,2.25,4.88,97.747
2009-05-12,3.17,31.8,2.27,4.86,97.8269
2009-05-13,3.11,33.65,2.22,4.86,98.0276
2009-05-14,3.1,31.37,2.23,4.87,98.1271
2009-05-15,3.14,33.12,2.26,4.85,98.1063
2009-05-18,3.22,30.24,2.29,4.85,97.9412
2009-05-19,3.25,28.8,2.34,4.79,97.2827
2009-05-20,3.19,29.03,2.32,4.74,96.5707
2009-05-21,3.35,31.35,2.46,4.7,96.6039
2009-05-22,3.45,32.63,2.53,4.66,95.8788
2009-05-26,3.5,30.62,2.54,4.62,95.988
2009-05-27,3.71,32.36,2.75,4.48,95.9622
2009-05-28,3.67,31.67,2.7,4.38,96.1313
2009-05-29,3.47,28.92,2.55,4.29,95.268
2009-06-01,3.71,30.04,2.74,4.26,94.8107
2009-06-02,3.65,29.63,2.69,4.14,94.6556
2009-06-03,3.56,31.02,2.65,4.1,95.0751
2009-06-04,3.72,30.18,2.76,4.05,95.2922
2009-06-05,3.84,29.62,2.52,3.95,96.0412
2009-06-08,3.91,29.77,2.49,3.81,96.6548
2009-06-09,3.86,28.27,2.53,3.85,95.9537
2009-06-10,3.98,28.46,2.6,3.77,96.1277
2009-06-11,3.88,28.11,2.53,3.79,95.4993
2009-06-12,3.81,28.15,2.51,3.79,95.836
2009-06-15,3.76,30.81,2.5,3.76,96.7519
2009-06-16,3.67,32.68,2.44,3.74,96.2616
2009-06-17,3.68,31.54,2.49,3.67,96.64
2009-06-18,3.86,30.03,2.58,3.61,96.1482
2009-06-19,3.79,27.99,2.54,3.54,96.0325
2009-06-22,3.72,31.17,2.55,3.51,96.8818
2009-06-23,3.65,30.58,2.51,3.53,96.5196
2009-06-24,3.72,29.05,2.53,3.52,96.2369
2009-06-25,3.55,26.36,2.43,3.64,96.7072
2009-06-26,3.52,25.93,2.42,3.65,96.1935
2009-06-29,3.51,25.35,2.4,3.69,96.242
2009-06-30,3.53,26.35,2.42,3.64,96.3761
2009-07-01,3.55,26.22,2.5,3.65,95.6581
2009-07-02,3.51,27.95,2.53,3.63,96.3216
2009-07-06,3.52,29.0,2.56,3.66,96.6174
2009-07-07,3.47,30.85,2.49,3.66,96.6321
2009-07-08,3.33,31.3,2.42,3.66,97.0204
2009-07-09,3.44,29.78,2.5,3.71,96.6219
2009-07-10,3.32,29.02,2.41,3.71,97.0819
2009-07-13,3.38,26.31,2.46,3.7,96.9995
2009-07-14,3.5,25.02,2.53,3.68,96.6599
2009-07-15,3.63,25.89,2.6,3.63,95.8004
2009-07-16,3.59,25.42,2.59,3.6,95.7241
2009-07-17,3.67,24.34,2.65,3.56,95.6036
2009-07-20,3.61,24.4,2.62,3.55,95.0903
2009-07-21,3.5,23.87,2.54,3.55,95.0564
2009-07-22,3.58,23.47,2.6,3.53,94.8659
2009-07-23,3.72,23.43,2.64,3.48,94.532
2009-07-24,3.7,23.09,2.65,3.41,94.7046
2009-07-27,3.75,24.28,2.67,3.4,94.6659
2009-07-28,3.72,25.01,2.6,3.32,94.5592
2009-07-29,3.69,25.61,2.52,3.23,95.1678
2009-07-30,3.67,25.4,2.48,3.13,94.8967
2009-07-31,3.52,25.92,2.39,3.11,94.2526
2009-08-03,3.66,25.56,2.48,3.04,93.6331
2009-08-04,3.7,24.89,2.5,2.99,93.7281
2009-08-05,3.8,24.9,2.57,2.95,93.7848
2009-08-06,3.79,25.67,2.57,2.9,93.9358
2009-08-07,3.89,24.76,2.57,2.85,94.4692
2009-08-10,3.8,24.99,2.56,2.85,94.6087
2009-08-11,3.71,25.99,2.5,2.88,94.8678
2009-08-12,3.72,25.45,2.54,2.97,94.5394
2009-08-13,3.59,24.71,2.47,2.99,94.2392
2009-08-14,3.55,24.27,2.48,3.02,94.475
2009-08-17,3.48,27.89,2.44,3.08,95.1024
2009-08-18,3.51,26.18,2.45,3.07,95.1118
2009-08-19,3.45,26.26,2.44,3.1,94.4084
2009-08-20,3.42,25.09,2.39,3.09,94.3492
2009-08-21,3.56,25.01,2.43,3.06,94.0103
2009-08-24,3.48,25.14,2.43,3.05,93.9345
2009-08-25,3.45,24.92,2.4,3.01,93.9066
2009-08-26,3.44,24.95,2.38,2.98,94.8662
2009-08-27,3.47,24.68,2.43,2.96,94.7943
2009-08-28,3.46,24.76,2.45,2.95,94.4489
2009-08-31,3.4,26.01,2.43,2.98,94.6202
2009-09-01,3.38,29.15,2.46,3.01,95.2201
2009-09-02,3.29,28.9,2.4,2.99,95.1575
2009-09-03,3.33,27.1,2.42,3.0,94.959
2009-09-04,3.45,25.26,2.51,3.0,94.5811
2009-09-08,3.47,25.62,2.54,2.98,93.7323
2009-09-09,3.48,24.32,2.55,3.01,93.6915
2009-09-10,3.36,23.55,2.46,2.96,93.6947
2009-09-11,3.34,24.15,2.44,2.97,93.3225
2009-09-14,3.42,23.86,2.48,2.94,93.6196
2009-09-15,3.47,23.42,2.51,2.93,93.4427
2009-09-16,3.48,23.69,2.47,2.91,92.9072
2009-09-17,3.42,23.65,2.44,2.87,92.8287
2009-09-18,3.49,23.92,2.46,2.85,93.1233
2009-09-21,3.49,24.06,2.47,2.86,93.3547
2009-09-22,3.46,23.08,2.44,2.84,92.8664
2009-09-23,3.44,23.49,2.48,2.84,92.979
2009-09-24,3.4,24.95,2.47,2.86,93.4708
2009-09-25,3.34,25.61,2.36,2.83,93.5535
2009-09-28,3.31,24.88,2.33,2.81,93.4669
2009-09-29,3.31,25.19,2.31,2.81,93.7776
2009-09-30,3.31,25.61,2.36,2.86,93.1907
2009-10-01,3.21,28.27,2.34,2.9,93.5995
2009-10-02,3.24,28.68,2.36,2.93,93.6756
2009-10-05,3.24,26.84,2.36,2.95,93.3356
2009-10-06,3.27,25.7,2.36,2.94,92.619
2009-10-07,3.21,24.68,2.34,2.92,92.794
2009-10-08,3.27,24.18,2.37,2.96,92.2074
2009-10-09,3.4,23.12,2.42,2.96,92.2984
2009-10-13,3.34,22.99,2.43,2.95,91.8273
2009-10-14,3.45,22.86,2.49,2.96,91.5047
2009-10-15,3.49,21.72,2.52,2.96,91.4367
2009-10-16,3.43,21.43,2.46,2.93,91.6541
2009-10-19,3.41,21.49,2.42,2.91,91.4406
2009-10-20,3.35,20.9,2.4,2.91,91.801
2009-10-21,3.42,22.22,2.42,2.89,91.3805
2009-10-22,3.44,20.69,2.47,2.88,91.6075
2009-10-23,3.51,22.27,2.47,2.8,91.7331
2009-10-26,3.59,24.31,2.53,2.83,92.0998
2009-10-27,3.49,24.83,2.5,2.84,92.5335
2009-10-28,3.44,27.91,2.49,2.85,92.8152
2009-10-29,3.53,24.76,2.55,2.86,92.4708
2009-10-30,3.41,30.69,2.51,2.86,92.6207
2009-11-02,3.45,29.78,2.53,2.85,92.4501
2009-11-03,3.5,28.81,2.58,2.87,92.9037
2009-11-04,3.57,27.72,2.66,2.89,92.3725
2009-11-05,3.57,25.43,2.67,2.86,92.3437
2009-11-06,3.54,24.19,2.68,2.86,92.3848
2009-11-09,3.52,23.15,2.65,2.89,91.6861
2009-11-10,3.5,22.84,2.65,2.92,91.6659
2009-11-12,3.45,24.24,2.63,2.94,91.9461
2009-11-13,3.43,23.36,2.61,2.93,91.5754
2009-11-16,3.33,22.89,2.55,2.92,91.194
2009-11-17,3.33,22.41,2.55,2.92,91.7419
2009-11-18,3.36,21.63,2.59,2.94,91.249
2009-11-19,3.35,22.63,2.62,2.92,91.7827
2009-11-20,3.36,22.19,2.61,2.93,91.9906
2009-11-23,3.37,21.16,2.6,2.92,91.4864
2009-11-24,3.32,20.47,2.59,2.93,91.5539
2009-11-25,3.28,20.48,2.55,2.95,90.9669
2009-11-27,3.21,24.85,2.53,2.99,91.5272
2009-11-30,3.21,24.51,2.54,2.99,91.3717
2009-12-01,3.28,21.92,2.61,3.0,90.8323
2009-12-02,3.32,21.12,2.6,2.95,90.8906
2009-12-03,3.39,22.46,2.65,2.93,90.9152
2009-12-04,3.48,21.25,2.64,2.91,91.3806
2009-12-07,3.44,22.1,2.66,2.93,91.5414
2009-12-08,3.4,23.69,2.67,2.92,91.9513
2009-12-09,3.45,22.66,2.69,2.89,92.014
2009-12-10,3.49,22.32,2.71,2.93,92.0073
2009-12-11,3.55,21.59,2.72,2.86,92.2946
2009-12-14,3.56,21.15,2.69,2.79,92.0305
2009-12-15,3.6,21.49,2.72,2.8,92.3635
2009-12-16,3.61,20.54,2.76,2.77,92.1496
2009-12-17,3.5,22.51,2.73,2.75,93.225
2009-12-18,3.55,21.68,2.73,2.73,93.1632
2009-12-21,3.69,20.49,2.8,2.69,
2009-12-22,3.76,19.54,2.81,2.65,93.2903
2009-12-23,3.77,19.71,2.81,2.63,92.9295
2009-12-24,3.82,19.47,2.82,2.65,92.8694
2009-12-28,3.85,19.93,2.76,2.64,92.6993
2009-12-29,3.82,20.01,2.73,2.59,92.8838
2009-12-30,3.8,19.96,2.72,2.56,93.0872
2009-12-31,3.85,21.68,2.71,2.54,92.9124
2010-01-04,3.85,20.04,2.76,2.54,92.3566
2010-01-05,3.77,19.35,2.76,2.53,92.2236
2010-01-06,3.85,19.16,2.84,2.49,92.0941
2010-01-07,3.85,19.06,2.82,2.48,92.3684
2010-01-08,3.83,18.13,2.87,2.49,92.1485
2010-01-11,3.85,17.55,2.9,2.47,91.5997
2010-01-12,3.74,18.25,2.82,2.48,91.7005
2010-01-13,3.8,17.85,2.83,2.5,91.7272
2010-01-14,3.76,17.63,2.82,2.46,91.5864
2010-01-15,3.7,17.91,2.81,2.48,91.7668
2010-01-19,3.73,17.58,2.8,2.48,91.9611
2010-01-20,3.68,18.68,2.76,2.48,92.6766
2010-01-21,3.62,22.27,2.75,2.51,92.6627
2010-01-22,3.62,27.31,2.78,2.53,92.943
2010-01-25,3.66,25.41,2.8,2.56,92.9099
2010-01-26,3.65,24.55,2.78,2.59,93.3298
2010-01-27,3.66,23.14,2.76,2.57,93.2835
2010-01-28,3.68,23.73,2.81,2.57,93.2635
2010-01-29,3.63,24.62,2.81,2.57,93.7638
2010-02-01,3.68,22.59,2.82,2.57,93.7321
2010-02-02,3.67,21.48,2.81,2.56,93.4136
2010-02-03,3.73,21.6,2.85,2.58,93.6268
2010-02-04,3.62,26.08,2.82,2.62,94.1401
2010-02-05,3.59,26.11,2.82,2.62,94.6218
2010-02-08,3.62,26.51,2.83,2.64,
2010-02-09,3.67,26.0,2.83,2.65,
2010-02-10,3.72,25.4,2.81,2.66,
2010-02-11,3.73,23.96,2.82,2.7,
2010-02-12,3.69,22.73,2.85,2.72,93.9976
2010-02-16,3.66,22.25,2.84,2.73,93.482
2010-02-17,3.74,21.72,2.87,2.73,93.7171
2010-02-18,3.79,20.63,2.89,2.72,93.8752
2010-02-19,3.78,20.02,2.83,2.65,93.9569
2010-02-22,3.8,19.94,2.89,2.65,93.7402
2010-02-23,3.69,21.37,2.82,2.65,93.9794
2010-02-24,3.7,20.27,2.83,2.65,93.9775
2010-02-25,3.64,20.1,2.82,2.64,94.3797
2010-02-26,3.61,19.5,2.8,2.62,93.6602
2010-03-01,3.61,19.26,2.81,2.65,93.7979
2010-03-02,3.62,19.06,2.82,2.64,93.488
2010-03-03,3.63,18.83,2.81,2.63,92.9861
2010-03-04,3.61,18.72,2.75,2.62,93.4079
2010-03-05,3.69,17.42,2.78,2.61,93.2623
2010-03-08,3.72,17.79,2.82,2.59,93.2446
2010-03-09,3.71,17.92,2.82,2.61,93.1941
2010-03-10,3.73,18.57,2.81,2.59,93.0426
2010-03-11,3.73,18.06,2.76,2.56,93.0533
2010-03-12,3.71,17.58,2.74,2.55,92.6616
2010-03-15,3.71,18.0,2.75,2.56,92.9642
2010-03-16,3.66,17.69,2.73,2.55,92.595
2010-03-17,3.65,16.91,2.7,2.53,92.4446
2010-03-18,3.68,16.62,2.7,2.52,92.7451
2010-03-19,3.7,16.97,2.68,2.49,93.0407
2010-03-22,3.67,16.87,2.66,2.5,93.1333
2010-03-23,3.69,16.35,2.67,2.51,93.006
2010-03-24,3.84,17.55,2.76,2.48,93.6468
2010-03-25,3.91,18.4,2.81,2.47,93.5885
2010-03-26,3.86,17.77,2.82,2.49,93.6873
2010-03-29,3.88,17.59,2.84,2.49,93.2959
2010-03-30,3.88,17.13,2.82,2.48,93.2627
2010-03-31,3.84,17.59,2.82,2.47,92.8987
2010-04-01,3.89,17.47,2.84,2.44,92.6661
2010-04-02,3.96,,2.85,2.44,92.9057
2010-04-05,4.01,17.02,2.83,2.43,92.6644
2010-04-06,3.98,16.23,2.84,2.46,92.7373
2010-04-07,3.89,16.62,2.83,2.44,92.7452
2010-04-08,3.91,16.48,2.82,2.43,92.7211
2010-04-09,3.9,16.14,2.82,2.43,92.4772
2010-04-12,3.87,15.58,2.8,2.4,92.243
2010-04-13,3.84,16.2,2.77,2.4,92.2689
2010-04-14,3.88,15.59,2.81,2.4,91.9297
2010-04-15,3.86,15.89,2.82,2.42,92.2029
2010-04-16,3.79,18.36,2.81,2.43,92.5253
2010-04-19,3.83,17.34,2.82,2.42,92.8577
2010-04-20,3.82,15.73,2.77,2.4,92.4338
2010-04-21,3.77,16.32,2.74,2.38,92.4482
2010-04-22,3.8,16.47,2.73,2.38,92.7277
2010-04-23,3.84,16.62,2.74,2.37,92.6622
2010-04-26,3.83,17.47,2.74,2.38,92.5187
2010-04-27,3.71,22.81,2.68,2.39,93.0956
2010-04-28,3.8,21.08,2.77,2.38,93.4856
2010-04-29,3.76,18.44,2.75,2.37,92.9013
2010-04-30,3.69,22.05,2.72,2.38,92.8423
2010-05-03,3.72,20.19,2.72,2.37,93.235
2010-05-04,3.63,23.84,2.67,2.38,93.8137
2010-05-05,3.58,24.91,2.7,2.4,94.3968
2010-05-06,3.41,32.8,2.66,2.41,95.3032
2010-05-07,3.45,40.95,2.62,2.55,95.2952
2010-05-10,3.57,28.84,2.7,2.53,94.3096
2010-05-11,3.56,28.32,2.71,2.58,94.4305
2010-05-12,3.56,25.52,2.67,2.61,94.5515
2010-05-13,3.55,26.68,2.68,2.6,94.5071
2010-05-14,3.44,31.24,2.65,2.59,95.3746
2010-05-17,3.47,30.84,2.66,2.59,95.9795
2010-05-18,3.38,33.55,2.62,2.61,95.6212
2010-05-19,3.36,35.32,2.56,2.65,96.5083
2010-05-20,3.25,45.79,2.49,2.74,96.9483
2010-05-21,3.2,40.1,2.44,2.76,96.2911
2010-05-24,3.23,38.32,2.46,2.79,96.6433
2010-05-25,3.18,34.61,2.37,2.81,97.5487
2010-05-26,3.21,35.02,2.39,2.87,97.1879
2010-05-27,3.34,29.68,2.47,2.89,96.3611
2010-05-28,3.31,32.07,2.55,2.89,96.3062
2010-06-01,3.29,35.54,2.51,2.92,96.6123
2010-06-02,3.35,30.17,2.53,2.91,96.615
2010-06-03,3.39,29.46,2.57,2.92,96.461
2010-06-04,3.2,35.48,2.48,2.95,97.1688
2010-06-07,3.17,36.57,2.43,3.0,97.503
2010-06-08,3.18,33.7,2.44,2.99,97.3425
2010-06-09,3.2,33.73,2.46,3.0,96.8938
2010-06-10,3.33,30.57,2.54,3.01,96.4877
2010-06-11,3.24,28.79,2.49,3.04,96.5616
2010-06-14,3.28,28.58,2.51,3.06,95.8082
2010-06-15,3.32,25.87,2.53,3.05,95.7049
2010-06-16,3.27,25.92,2.52,3.07,95.5668
2010-06-17,3.21,25.05,2.49,3.04,95.4973
2010-06-18,3.24,23.95,2.5,3.04,95.2981
2010-06-21,3.26,24.88,2.52,3.02,94.8505
2010-06-22,3.18,27.05,2.47,3.04,95.1165
2010-06-23,3.13,26.91,2.47,3.05,95.4853
2010-06-24,3.14,29.74,2.47,3.08,95.6194
2010-06-25,3.12,28.53,2.47,3.09,95.4582
2010-06-28,3.05,29.0,2.43,3.1,95.2696
2010-06-29,2.97,34.13,2.36,3.12,96.0199
2010-06-30,2.97,34.54,2.36,3.08,95.9934
2010-07-01,2.96,32.86,2.33,3.02,95.8018
2010-07-02,3.0,30.12,2.37,3.04,95.6345
2010-07-06,2.95,29.65,2.33,3.05,95.1069
2010-07-07,3.0,26.84,2.37,3.08,95.1795
2010-07-08,3.04,25.71,2.41,3.07,94.7734
2010-07-09,3.07,24.98,2.44,3.07,94.683
2010-07-12,3.08,24.43,2.43,3.05,94.9598
2010-07-13,3.15,24.56,2.48,3.03,94.3856
2010-07-14,3.07,24.89,2.45,3.02,94.3247
2010-07-15,3.0,25.14,2.39,3.02,94.1988
2010-07-16,2.96,26.25,2.35,3.04,94.5061
2010-07-19,2.99,25.97,2.38,3.04,94.602
2010-07-20,2.98,23.93,2.37,2.99,94.542
2010-07-21,2.9,25.64,2.32,2.98,94.4496
2010-07-22,2.96,24.63,2.36,2.97,94.1135
2010-07-23,3.02,23.47,2.42,2.95,94.1431
2010-07-26,3.03,22.73,2.41,2.92,93.7556
2010-07-27,3.08,23.19,2.43,2.9,93.7583
2010-07-28,3.03,24.25,2.42,2.92,93.7506
2010-07-29,3.03,24.13,2.44,2.92,93.6004
2010-07-30,2.94,23.5,2.39,2.91,93.2793
2010-08-02,2.99,22.01,2.43,2.9,92.7916
2010-08-03,2.94,22.63,2.41,2.92,92.6258
2010-08-04,2.98,22.21,2.42,2.9,92.731
2010-08-05,2.94,22.1,2.41,2.93,92.6401
2010-08-06,2.86,21.74,2.36,2.94,92.5915
2010-08-09,2.86,22.14,2.32,2.95,92.6726
2010-08-10,2.79,22.37,2.27,3.05,93.2197
2010-08-11,2.72,25.39,2.18,3.03,93.7778
2010-08-12,2.74,25.73,2.19,3.04,93.8905
2010-08-13,2.68,26.24,2.14,3.05,94.0457
2010-08-16,2.58,26.1,2.07,3.0,93.7902
2010-08-17,2.64,24.33,2.12,2.99,93.4239
2010-08-18,2.64,24.59,2.13,2.94,93.3719
2010-08-19,2.58,26.44,2.09,2.93,93.7141
2010-08-20,2.62,25.49,2.13,2.9,94.2087
2010-08-23,2.6,25.66,2.11,2.94,94.3295
2010-08-24,2.5,27.46,2.0,2.95,94.4362
2010-08-25,2.54,26.7,2.01,2.94,94.7372
2010-08-26,2.5,27.37,1.99,2.95,94.3523
2010-08-27,2.66,24.45,2.1,2.96,94.3462
2010-08-30,2.54,27.21,2.04,2.99,94.5922
2010-08-31,2.47,26.05,2.0,3.01,94.7204
2010-09-01,2.58,23.89,2.08,3.01,94.1148
2010-09-02,2.63,23.19,2.13,3.02,94.0852
2010-09-03,2.72,21.31,2.2,2.97,93.6952
2010-09-07,2.61,23.8,2.12,2.96,94.042
2010-09-08,2.66,23.25,2.14,2.95,93.7785
2010-09-09,2.77,22.81,2.2,2.96,93.7033
2010-09-10,2.81,21.99,2.23,2.94,93.6768
2010-09-13,2.74,21.21,2.21,2.97,93.0767
2010-09-14,2.68,21.56,2.18,2.97,92.6182
2010-09-15,2.74,22.1,2.24,3.0,92.9313
2010-09-16,2.77,21.72,2.29,3.02,92.9108
2010-09-17,2.75,22.01,2.27,3.03,92.9418
2010-09-20,2.72,21.5,2.25,3.02,92.7496
2010-09-21,2.61,22.35,2.18,3.05,92.6684
2010-09-22,2.56,22.51,2.12,3.05,92.0647
2010-09-23,2.56,23.87,2.11,3.04,92.0233
2010-09-24,2.62,21.71,2.17,3.05,91.5996
2010-09-27,2.54,22.54,2.1,3.04,91.4803
2010-09-28,2.48,22.6,2.11,3.06,91.3493
2010-09-29,2.52,23.25,2.08,3.06,91.1632
2010-09-30,2.53,23.7,2.11,3.05,91.3415
2010-10-01,2.54,22.5,2.12,3.07,90.836
2010-10-04,2.5,23.53,2.09,3.1,91.0015
2010-10-05,2.5,21.76,2.09,3.11,90.5622
2010-10-06,2.41,21.49,2.03,3.13,90.1411
2010-10-07,2.41,21.56,2.05,3.18,90.286
2010-10-08,2.41,20.71,2.06,3.21,90.1133
2010-10-12,2.44,18.93,2.07,3.22,90.2203
2010-10-13,2.46,19.07,2.09,3.22,89.7779
2010-10-14,2.52,19.88,2.14,3.23,89.5228
2010-10-15,2.59,19.03,2.22,3.26,89.6815
2010-10-18,2.52,19.09,2.14,3.26,89.8484
2010-10-19,2.5,20.63,2.13,3.25,90.5499
2010-10-20,2.51,19.79,2.16,3.23,90.1446
2010-10-21,2.57,19.27,2.2,3.2,90.138
2010-10-22,2.59,18.78,2.24,3.18,90.4063
2010-10-25,2.59,19.85,2.22,3.13,89.9328
2010-10-26,2.67,20.22,2.27,3.13,90.2818
2010-10-27,2.75,20.71,2.35,3.09,90.8038
2010-10-28,2.69,20.88,2.32,3.16,90.2407
2010-10-29,2.63,21.2,2.29,3.15,90.0935
2010-11-01,2.66,21.83,2.32,3.13,90.0307
2010-11-02,2.63,21.57,2.29,3.08,89.6847
2010-11-03,2.67,19.56,2.33,3.16,89.7079
2010-11-04,2.53,18.52,2.2,3.24,88.9831
2010-11-05,2.58,18.26,2.2,3.27,89.2441
2010-11-08,2.6,18.29,2.19,3.25,89.5711
2010-11-09,2.72,19.08,2.26,3.25,89.558
2010-11-10,2.65,18.47,2.21,3.31,89.9056
2010-11-12,2.76,20.61,2.25,3.24,90.1701
2010-11-15,2.92,20.2,2.39,3.2,90.4331
2010-11-16,2.85,22.58,2.34,3.15,91.1102
2010-11-17,2.89,21.76,2.39,3.13,90.9282
2010-11-18,2.9,18.75,2.38,3.12,90.649
2010-11-19,2.88,18.04,2.36,3.11,90.6986
2010-11-22,2.8,18.37,2.31,3.14,90.7023
2010-11-23,2.77,20.63,2.32,3.13,91.4318
2010-11-24,2.93,19.56,2.4,3.1,91.2179
2010-11-26,2.87,22.22,2.36,3.07,91.8152
2010-11-29,2.84,21.53,2.32,3.04,92.1997
2010-11-30,2.81,23.54,2.36,3.03,92.1494
2010-12-01,2.97,21.36,2.44,3.01,91.6799
2010-12-02,3.01,19.39,2.46,2.99,91.2651
2010-12-03,3.03,18.01,2.54,3.02,90.8788
2010-12-06,2.95,18.02,2.53,3.02,91.0167
2010-12-07,3.15,17.99,2.61,2.99,90.9732
2010-12-08,3.26,17.74,2.63,2.9,91.3376
2010-12-09,3.23,17.25,2.59,2.86,91.3923
2010-12-10,3.32,17.61,2.68,2.79,91.2831
2010-12-13,3.29,17.55,2.68,2.8,90.8837
2010-12-14,3.49,17.61,2.83,2.75,90.764
2010-12-15,3.53,17.94,2.85,2.74,91.094
