DATE,미국채10년금리,VIX지수,장단기금리차,신용스프레드,달러인덱스
1990-01-02,7.94,17.24,0.07,1.91,
1990-01-03,7.99,18.19,0.05,1.87,
1990-01-04,7.98,19.22,0.06,1.86,
1990-01-05,7.99,20.11,0.09,1.89,
1990-01-08,8.02,20.26,0.12,1.86,
1990-01-09,8.02,22.2,0.11,1.84,
1990-01-10,8.03,22.44,0.12,1.85,
1990-01-11,8.04,20.05,0.13,1.82,
1990-01-12,8.1,24.64,0.17,1.77,
1990-01-16,8.2,24.18,0.1,1.72,
1990-01-17,8.19,24.16,0.1,1.73,
1990-01-18,8.32,24.34,0.07,1.65,
1990-01-19,8.26,22.5,0.06,1.69,
1990-01-22,8.27,26.7,0.09,1.69,
1990-01-23,8.26,24.72,0.08,1.71,
1990-01-24,8.38,25.39,0.18,1.62,
1990-01-25,8.42,25.63,0.18,1.58,
1990-01-26,8.49,26.28,0.21,1.57,
1990-01-29,8.5,26.44,0.2,1.59,
1990-01-30,8.51,27.25,0.21,1.61,
1990-01-31,8.43,25.36,0.15,1.68,
1990-02-01,8.42,24.87,0.14,1.68,
1990-02-02,8.5,24.32,0.13,1.59,
1990-02-05,8.53,24.54,0.16,1.59,
1990-02-06,8.57,24.69,0.15,1.56,
1990-02-07,8.52,24.29,0.1,1.62,
1990-02-08,8.49,23.77,0.12,1.65,
1990-02-09,8.31,23.69,0.06,1.8,
1990-02-12,8.4,24.38,0.08,1.71,
1990-02-13,8.35,23.76,0.14,1.75,
1990-02-14,8.36,22.05,0.09,1.76,
1990-02-15,8.43,19.71,0.08,1.7,
1990-02-16,8.42,20.78,0.06,1.68,
1990-02-20,8.62,22.78,0.1,1.52,
1990-02-21,8.62,23.89,0.12,1.58,
1990-02-22,8.54,22.54,0.09,1.66,
1990-02-23,8.53,23.69,0.1,1.68,
1990-02-26,8.46,23.56,0.08,1.76,
1990-02-27,8.41,22.69,0.07,1.78,
1990-02-28,8.51,21.99,0.08,1.68,
1990-03-01,8.59,21.9,0.06,1.61,
1990-03-02,8.54,21.34,0.06,1.66,
1990-03-05,8.65,22.03,0.1,1.63,
1990-03-06,8.59,20.55,0.05,1.65,
1990-03-07,8.58,19.1,0.04,1.61,
1990-03-08,8.57,19.74,-0.02,1.66,
1990-03-09,8.65,20.3,-0.08,1.59,
1990-03-12,8.63,20.07,-0.08,1.61,
1990-03-13,8.73,21.05,-0.04,1.5,
1990-03-14,8.65,19.65,-0.04,1.58,
1990-03-15,8.66,18.81,-0.05,1.57,
1990-03-16,8.59,17.62,-0.05,1.6,
1990-03-19,8.59,18.29,-0.09,1.61,
1990-03-20,8.54,19.06,-0.14,1.62,
1990-03-21,8.55,20.1,-0.14,1.61,
1990-03-22,8.53,22.74,-0.09,1.64,
1990-03-23,8.52,20.46,-0.09,1.65,
1990-03-26,8.51,19.59,-0.1,1.67,
1990-03-27,8.52,21.01,-0.07,1.65,
1990-03-28,8.51,19.77,-0.06,1.69,
1990-03-29,8.6,18.46,-0.02,1.61,
1990-03-30,8.65,19.73,0.01,1.58,
1990-04-02,8.65,22.84,0.03,1.59,
1990-04-03,8.63,20.44,0.02,1.59,
1990-04-04,8.55,22.03,0.01,1.66,
1990-04-05,8.57,21.21,0.03,1.64,
1990-04-06,8.56,21.76,0.04,1.64,
1990-04-09,8.59,22.3,0.05,1.6,
1990-04-10,8.6,21.69,0.06,1.58,
1990-04-11,8.63,17.73,0.07,1.55,
1990-04-12,8.64,19.8,0.07,1.53,
1990-04-16,8.68,20.75,0.07,1.51,
1990-04-17,8.77,20.38,0.07,1.47,
1990-04-18,8.86,22.67,0.07,1.45,
1990-04-19,8.87,22.46,0.06,1.45,
1990-04-20,8.95,23.33,0.13,1.42,
1990-04-23,8.98,24.16,0.11,1.44,
1990-04-24,9.0,21.7,0.08,1.42,
1990-04-25,9.01,20.86,0.06,1.41,
1990-04-26,9.07,20.25,0.04,1.42,
1990-04-27,9.06,22.19,0.08,1.45,
1990-04-30,9.04,19.52,0.08,1.5,
1990-05-01,9.08,18.43,0.06,1.47,
1990-05-02,9.09,19.32,0.04,1.47,
1990-05-03,9.04,17.81,0.06,1.51,
1990-05-04,8.84,17.28,0.14,1.67,
1990-05-07,8.87,17.65,0.13,1.65,
1990-05-08,8.84,18.49,0.16,1.67,
1990-05-09,8.88,18.64,0.13,1.61,
1990-05-10,8.82,18.59,0.13,1.68,
1990-05-11,8.64,19.81,0.09,1.77,
1990-05-14,8.61,20.14,0.1,1.76,
1990-05-15,8.65,19.49,0.11,1.72,
1990-05-16,8.68,17.71,0.14,1.69,
1990-05-17,8.69,17.27,0.13,1.65,
1990-05-18,8.75,17.2,0.12,1.62,
1990-05-21,8.74,16.72,0.13,1.64,
1990-05-22,8.65,17.84,0.11,1.7,
1990-05-23,8.61,17.18,0.1,1.73,
1990-05-24,8.63,17.7,0.13,1.69,
1990-05-25,8.69,17.32,0.16,1.62,
1990-05-29,8.66,18.75,0.14,1.66,
1990-05-30,8.62,17.44,0.14,1.68,
1990-05-31,8.6,17.37,0.1,1.71,
1990-06-01,8.44,17.09,0.11,1.79,
1990-06-04,8.44,18.39,0.13,1.77,
1990-06-05,8.47,18.97,0.13,1.74,
1990-06-06,8.46,17.42,0.12,1.76,
1990-06-07,8.46,16.88,0.12,1.75,
1990-06-08,8.46,17.58,0.13,1.75,
1990-06-11,8.48,16.34,0.12,1.74,
1990-06-12,8.48,16.6,0.12,1.71,
1990-06-13,8.4,17.38,0.13,1.76,
1990-06-14,8.38,17.4,0.14,1.79,
1990-06-15,8.46,15.9,0.13,1.73,
1990-06-18,8.5,17.71,0.11,1.7,
1990-06-19,8.51,15.23,0.1,1.71,
1990-06-20,8.55,15.27,0.12,1.72,
1990-06-21,8.52,14.72,0.11,1.73,
1990-06-22,8.51,19.36,0.11,1.73,
1990-06-25,8.58,17.06,0.13,1.68,
1990-06-26,8.56,16.29,0.15,1.7,
1990-06-27,8.52,16.0,0.15,1.73,
1990-06-28,8.47,16.18,0.16,1.77,
1990-06-29,8.43,15.5,0.19,1.79,
1990-07-02,8.43,16.26,0.18,1.78,
1990-07-03,8.4,16.11,0.2,1.8,
1990-07-05,8.42,17.25,0.2,1.76,
1990-07-06,8.51,16.41,0.19,1.7,
1990-07-09,8.57,16.66,0.18,1.67,
1990-07-10,8.57,16.92,0.17,1.67,
1990-07-11,8.57,16.68,0.17,1.67,
1990-07-12,8.5,17.06,0.3,1.72,
1990-07-13,8.45,17.09,0.32,1.75,
1990-07-16,8.44,16.75,0.29,1.74,
1990-07-17,8.44,16.66,0.31,1.73,
1990-07-18,8.5,18.9,0.37,1.71,
1990-07-19,8.51,18.56,0.38,1.68,
1990-07-20,8.48,15.63,0.4,1.71,
1990-07-23,8.48,23.68,0.43,1.72,
1990-07-24,8.53,21.79,0.41,1.68,
1990-07-25,8.49,20.19,0.41,1.72,
1990-07-26,8.49,20.26,0.41,1.69,
1990-07-27,8.42,21.12,0.42,1.75,
1990-07-30,8.34,21.16,0.41,1.79,
1990-07-31,8.36,21.11,0.45,1.77,
1990-08-01,8.29,21.64,0.44,1.82,
1990-08-02,8.41,20.43,0.51,1.74,
1990-08-03,8.43,28.74,0.64,1.76,
1990-08-06,8.71,35.91,0.81,1.61,
1990-08-07,8.78,32.75,0.74,1.55,
1990-08-08,8.77,28.27,0.75,1.6,
1990-08-09,8.66,24.39,0.67,1.68,
1990-08-10,8.68,25.75,0.73,1.66,
1990-08-13,8.71,25.74,0.77,1.62,
1990-08-14,8.66,24.18,0.72,1.67,
1990-08-15,8.64,23.31,0.7,1.7,
1990-08-16,8.76,27.16,0.67,1.63,
1990-08-17,8.8,27.53,0.69,1.61,
1990-08-20,8.81,26.46,0.68,1.67,
1990-08-21,8.84,28.9,0.65,1.68,
1990-08-22,8.91,30.55,0.65,1.63,
1990-08-23,9.0,36.47,0.74,1.53,
1990-08-24,9.05,33.93,0.73,1.59,
1990-08-27,8.9,29.63,0.69,1.68,
1990-08-28,8.94,29.12,0.71,1.61,
1990-08-29,8.84,27.38,0.68,1.72,
1990-08-30,8.86,29.89,0.74,1.72,
1990-08-31,8.86,29.9,0.79,1.69,
1990-09-04,8.9,29.58,0.81,1.67,
1990-09-05,8.86,28.52,0.82,1.68,
1990-09-06,8.84,30.19,0.78,1.69,
1990-09-07,8.81,28.73,0.77,1.71,
1990-09-10,8.85,29.34,0.76,1.65,
1990-09-11,8.83,28.38,0.73,1.78,
1990-09-12,8.82,28.12,0.77,1.77,
1990-09-13,8.82,29.33,0.81,1.74,
1990-09-14,8.87,30.56,0.84,1.72,
1990-09-17,8.9,29.55,0.85,1.74,
1990-09-18,8.9,28.82,0.87,1.75,
1990-09-19,8.88,27.88,0.8,1.78,
1990-09-20,8.91,28.66,0.81,1.73,
1990-09-21,8.99,30.04,0.87,1.7,
1990-09-24,9.04,30.56,0.83,1.69,
1990-09-25,9.02,28.81,0.84,1.75,
1990-09-26,9.0,28.19,0.84,1.77,
1990-09-27,8.91,28.67,0.86,1.85,
1990-09-28,8.82,29.11,0.8,1.94,
1990-10-01,8.71,28.06,0.77,1.96,
1990-10-02,8.69,27.28,0.77,1.96,
1990-10-03,8.71,27.9,0.83,1.94,
1990-10-04,8.67,27.51,0.8,1.97,
1990-10-05,8.65,27.85,0.84,2.0,
1990-10-09,8.83,30.71,0.89,1.86,
1990-10-10,8.89,31.19,0.9,1.87,
1990-10-11,8.92,33.98,0.93,1.88,
1990-10-12,8.84,31.94,0.9,1.97,
1990-10-15,8.8,31.64,0.88,2.0,
1990-10-16,8.79,31.45,0.87,2.02,
1990-10-17,8.76,31.37,0.84,2.05,
1990-10-18,8.71,29.6,0.8,2.07,
1990-10-19,8.62,27.86,0.77,2.12,
1990-10-22,8.63,27.27,0.78,2.12,
1990-10-23,8.65,27.57,0.81,2.1,
1990-10-24,8.66,28.28,0.82,2.11,
1990-10-25,8.62,29.04,0.82,2.13,
1990-10-26,8.63,30.75,0.83,2.11,
1990-10-29,8.7,31.54,0.88,2.04,
1990-10-30,8.7,30.52,0.91,2.1,
1990-10-31,8.65,30.04,0.88,2.13,
1990-11-01,8.57,30.25,0.89,2.16,
1990-11-02,8.57,30.03,0.89,2.16,
1990-11-05,8.5,29.85,0.87,2.27,
1990-11-06,8.52,29.11,0.87,2.25,
1990-11-07,8.57,30.87,0.9,2.15,
1990-11-08,8.58,30.79,0.91,2.17,
1990-11-09,8.49,26.96,0.88,2.24,
1990-11-13,8.37,24.58,0.77,2.28,
1990-11-14,8.36,22.89,0.78,2.3,
1990-11-15,8.37,22.57,0.77,2.26,
1990-11-16,8.3,21.34,0.72,2.23,
1990-11-19,8.35,20.95,0.73,2.18,
1990-11-20,8.31,20.09,0.69,2.23,
1990-11-21,8.27,21.09,0.74,2.24,
1990-11-23,8.28,20.98,0.75,2.22,
1990-11-26,8.27,22.76,0.72,2.25,
1990-11-27,8.28,22.86,0.78,2.23,
1990-11-28,8.3,22.96,0.74,2.22,
1990-11-29,8.32,23.91,0.74,2.23,
1990-11-30,8.26,22.16,0.73,2.27,
1990-12-03,8.22,22.29,0.71,2.25,
1990-12-04,8.2,22.03,0.74,2.28,
1990-12-05,8.16,20.94,0.7,2.31,
1990-12-06,8.18,22.62,0.7,2.29,
1990-12-07,8.03,22.59,0.7,2.4,
1990-12-10,7.98,23.58,0.7,2.38,
1990-12-11,7.94,23.75,0.68,2.42,
1990-12-12,7.91,21.28,0.69,2.45,
1990-12-13,7.98,23.05,0.67,2.38,
1990-12-14,8.05,23.85,0.7,2.37,
1990-12-17,8.02,24.85,0.71,2.42,
1990-12-18,7.99,23.11,0.71,2.4,
1990-12-19,8.0,23.08,0.79,2.41,
1990-12-20,8.05,23.13,0.8,2.41,
1990-12-21,8.11,22.66,0.81,2.39,
1990-12-24,8.2,24.03,0.85,2.29,
1990-12-26,8.15,24.18,0.88,2.33,
1990-12-27,8.11,24.81,0.86,2.34,
1990-12-28,8.14,25.05,0.89,2.32,
1990-12-31,8.08,26.38,0.93,2.35,
1991-01-02,7.97,26.62,0.89,2.42,
1991-01-03,7.93,27.93,0.85,2.43,
1991-01-04,8.02,27.19,0.85,2.38,
1991-01-07,8.13,28.95,0.93,2.34,
1991-01-08,8.16,30.38,1.01,2.34,
1991-01-09,8.25,33.3,1.15,2.29,
1991-01-10,8.16,31.33,1.02,2.37,
1991-01-11,8.2,32.63,1.06,2.29,
1991-01-14,8.23,36.2,1.05,2.29,
1991-01-15,8.22,36.16,1.06,2.33,
1991-01-16,8.24,33.2,1.03,2.36,
1991-01-17,8.05,27.45,0.86,2.4,
1991-01-18,8.03,25.39,0.89,2.4,
1991-01-22,8.07,24.9,0.94,2.38,
1991-01-23,8.04,23.92,0.96,2.41,
1991-01-24,8.0,22.86,0.96,2.41,
1991-01-25,8.06,22.2,0.96,2.4,
1991-01-28,8.06,23.05,0.94,2.37,
1991-01-29,8.03,23.17,0.95,2.32,
1991-01-30,8.05,21.37,0.98,2.3,
1991-01-31,8.03,20.91,0.98,2.3,
1991-02-01,7.91,21.04,1.08,2.33,
1991-02-04,7.88,21.86,1.06,2.31,
1991-02-05,7.85,21.46,1.05,2.3,
1991-02-06,7.79,22.68,0.97,2.34,
1991-02-07,7.82,23.6,1.02,2.28,
1991-02-08,7.77,23.38,0.97,2.29,
1991-02-11,7.78,22.56,1.0,2.24,
1991-02-12,7.78,22.26,1.0,2.22,
1991-02-13,7.78,20.86,1.0,2.2,
1991-02-14,7.8,21.48,1.03,2.2,
1991-02-15,7.78,19.57,0.96,2.23,
1991-02-19,7.8,19.84,0.93,2.22,
1991-02-20,7.84,22.26,0.97,2.2,
1991-02-21,7.88,20.78,0.98,2.15,
1991-02-22,7.91,21.01,0.93,2.14,
1991-02-25,7.91,22.86,0.92,2.12,
1991-02-26,7.96,20.38,0.96,2.1,
1991-02-27,7.98,21.26,0.96,2.1,
1991-02-28,8.02,21.23,0.98,2.09,
1991-03-01,8.12,,0.94,2.04,
1991-03-04,8.12,20.86,0.96,2.05,
1991-03-05,8.08,20.45,0.95,2.02,
1991-03-06,8.11,20.55,0.96,1.99,
1991-03-07,8.07,21.05,0.95,1.99,
1991-03-08,8.13,20.81,1.05,1.97,
1991-03-11,8.06,20.88,1.01,1.98,
1991-03-12,8.09,18.82,1.02,1.97,
1991-03-13,8.02,16.09,1.02,2.01,
1991-03-14,8.02,14.94,1.07,2.0,
1991-03-15,8.1,14.9,1.09,1.98,
1991-03-18,8.15,15.79,1.06,1.97,
1991-03-19,8.25,16.11,1.03,1.93,
1991-03-20,8.2,16.04,1.0,1.93,
1991-03-21,8.16,16.86,1.03,1.94,
1991-03-22,8.13,16.49,1.0,1.99,
1991-03-25,8.13,16.76,0.99,1.96,
1991-03-26,8.13,16.31,0.97,1.96,
1991-03-27,8.08,16.55,1.01,1.96,
1991-03-28,8.05,16.88,1.03,1.96,
1991-04-01,8.07,17.42,1.06,1.95,
1991-04-02,8.03,17.4,1.06,1.97,
1991-04-03,8.05,17.61,1.06,1.94,
1991-04-04,8.0,18.01,1.06,1.95,
1991-04-05,7.99,17.63,1.07,1.97,
1991-04-08,7.98,17.41,1.07,1.95,
1991-04-09,8.03,20.12,1.09,1.91,
1991-04-10,8.1,19.73,1.08,1.86,
1991-04-11,8.09,17.24,1.14,1.9,
1991-04-12,7.98,18.45,1.1,1.99,
1991-04-15,7.95,16.5,1.05,1.98,
1991-04-16,7.97,15.82,1.05,1.97,
1991-04-17,7.95,15.47,1.05,1.96,
1991-04-18,8.02,16.26,1.03,1.91,
1991-04-19,8.1,15.68,1.07,1.86,
1991-04-22,8.15,16.78,1.08,1.83,
1991-04-23,8.12,17.02,1.07,1.85,
1991-04-24,8.06,16.72,1.11,1.83,
1991-04-25,8.07,17.15,1.14,1.82,
1991-04-26,8.06,17.27,1.17,1.84,
1991-04-29,8.07,18.27,1.17,1.8,
1991-04-30,8.02,18.24,1.22,1.83,
1991-05-01,8.01,17.77,1.21,1.8,
1991-05-02,7.97,17.52,1.21,1.8,
1991-05-03,8.04,17.24,1.24,1.79,
1991-05-06,8.05,17.92,1.23,1.77,
1991-05-07,8.06,17.46,1.24,1.77,
1991-05-08,8.04,17.78,1.2,1.78,
1991-05-09,8.02,17.17,1.18,1.8,
1991-05-10,8.12,17.54,1.25,1.76,
1991-05-13,8.07,17.66,1.23,1.81,
1991-05-14,8.14,18.0,1.28,1.79,
1991-05-15,8.13,18.38,1.29,1.79,
1991-05-16,8.12,17.24,1.28,1.8,
1991-05-17,8.08,16.64,1.22,1.83,
1991-05-20,8.1,17.1,1.24,1.8,
1991-05-21,8.06,16.07,1.22,1.83,
1991-05-22,8.06,16.16,1.29,1.81,
1991-05-23,8.1,16.11,1.36,1.79,
1991-05-24,8.1,15.23,1.41,1.8,
1991-05-28,8.07,15.67,1.41,1.83,
1991-05-29,8.07,15.9,1.46,1.79,
1991-05-30,8.02,16.02,1.42,1.8,
1991-05-31,8.06,15.93,1.38,1.77,
1991-06-03,8.14,16.87,1.35,1.73,
1991-06-04,8.14,16.17,1.35,1.74,
1991-06-05,8.19,16.4,1.36,1.72,
1991-06-06,8.23,16.93,1.37,1.7,
1991-06-07,8.29,16.98,1.31,1.71,
1991-06-10,8.29,17.47,1.28,1.71,
1991-06-11,8.29,17.32,1.3,1.7,
1991-06-12,8.36,17.72,1.28,1.67,
1991-06-13,8.34,16.99,1.26,1.67,
1991-06-14,8.29,15.98,1.27,1.69,
1991-06-17,8.3,15.5,1.28,1.68,
1991-06-18,8.32,16.14,1.32,1.66,
1991-06-19,8.33,17.44,1.38,1.66,
1991-06-20,8.3,16.75,1.43,1.67,
1991-06-21,8.32,16.51,1.38,1.66,
1991-06-24,8.33,18.28,1.37,1.65,
1991-06-25,8.33,17.85,1.29,1.64,
1991-06-26,8.33,17.98,1.32,1.62,
1991-06-27,8.32,17.87,1.32,1.62,
1991-06-28,8.24,19.55,1.34,1.66,
1991-07-01,8.26,18.64,1.29,1.66,
1991-07-02,8.27,17.63,1.27,1.62,
1991-07-03,8.26,19.47,1.29,1.64,
1991-07-05,8.34,18.35,1.3,1.59,
1991-07-08,8.34,20.29,1.34,1.63,
1991-07-09,8.36,19.76,1.36,1.62,
1991-07-10,8.35,19.19,1.38,1.65,
1991-07-11,8.3,17.39,1.38,1.64,
1991-07-12,8.26,18.29,1.38,1.64,
1991-07-15,8.26,17.78,1.38,1.66,
1991-07-16,8.27,17.49,1.37,1.66,
1991-07-17,8.3,17.52,1.36,1.62,
1991-07-18,8.31,15.77,1.4,1.62,
1991-07-19,8.28,15.5,1.39,1.62,
1991-07-22,8.28,16.9,1.37,1.61,
1991-07-23,8.31,16.58,1.37,1.57,
1991-07-24,8.24,16.41,1.36,1.59,
1991-07-25,8.2,15.74,1.33,1.6,
1991-07-26,8.2,15.45,1.35,1.61,
1991-07-29,8.2,15.67,1.38,1.62,
1991-07-30,8.21,15.47,1.37,1.61,
1991-07-31,8.2,15.18,1.39,1.6,
1991-08-01,8.2,15.47,1.36,1.61,
1991-08-02,8.06,15.26,1.37,1.67,
1991-08-05,8.04,15.92,1.35,1.68,
1991-08-06,7.97,15.54,1.4,1.7,
1991-08-07,7.93,15.56,1.39,1.73,
1991-08-08,7.98,15.98,1.46,1.7,
1991-08-09,7.98,15.45,1.49,1.72,
1991-08-12,7.95,15.26,1.46,1.74,
1991-08-13,7.91,14.73,1.43,1.75,
1991-08-14,7.82,15.09,1.45,1.76,
1991-08-15,7.84,15.19,1.51,1.76,
1991-08-16,7.84,16.01,1.53,1.75,
1991-08-19,7.83,21.19,1.59,1.79,
1991-08-20,7.81,18.86,1.64,1.82,
1991-08-21,7.8,15.62,1.53,1.81,
1991-08-22,7.78,14.59,1.51,1.8,
1991-08-23,7.88,14.41,1.42,1.79,
1991-08-26,7.91,14.81,1.43,1.76,
1991-08-27,7.89,15.46,1.48,1.75,
1991-08-28,7.82,15.31,1.52,1.76,
1991-08-29,7.74,14.82,1.49,1.8,
1991-08-30,7.82,14.46,1.46,1.75,
1991-09-03,7.81,16.57,1.48,1.76,
1991-09-04,7.81,17.18,1.5,1.79,
1991-09-05,7.83,17.31,1.52,1.78,
1991-09-06,7.76,16.76,1.5,1.79,
1991-09-09,7.73,17.73,1.5,1.81,
1991-09-10,7.73,18.22,1.52,1.82,
1991-09-11,7.74,17.96,1.51,1.84,
1991-09-12,7.67,16.21,1.47,1.84,
1991-09-13,7.66,17.88,1.48,1.85,
1991-09-16,7.63,17.82,1.46,1.87,
1991-09-17,7.62,17.68,1.44,1.88,
1991-09-18,7.62,17.56,1.44,1.88,
1991-09-19,7.61,17.56,1.41,1.9,
1991-09-20,7.57,17.08,1.39,1.94,
1991-09-23,7.55,16.38,1.38,1.92,
1991-09-24,7.56,16.04,1.45,1.91,
1991-09-25,7.58,15.68,1.46,1.9,
1991-09-26,7.56,15.35,1.51,1.91,
1991-09-27,7.49,16.31,1.47,1.96,
1991-09-30,7.47,15.85,1.48,1.94,
1991-10-01,7.45,14.81,1.46,1.97,
1991-10-02,7.47,15.81,1.48,1.96,
1991-10-03,7.47,17.04,1.49,1.96,
1991-10-04,7.39,15.63,1.48,2.01,
1991-10-07,7.4,18.58,1.47,1.99,
1991-10-08,7.43,17.81,1.54,1.96,
1991-10-09,7.51,18.54,1.58,1.96,
1991-10-10,7.58,17.8,1.6,1.9,
1991-10-11,7.49,17.6,1.58,1.94,
1991-10-15,7.46,16.22,1.61,1.95,
1991-10-16,7.45,14.85,1.59,1.97,
1991-10-17,7.55,16.32,1.62,1.96,
1991-10-18,7.53,15.87,1.58,1.96,
1991-10-21,7.62,16.66,1.63,1.96,
1991-10-22,7.67,16.55,1.65,1.93,
1991-10-23,7.69,16.26,1.68,1.95,
1991-10-24,7.65,15.62,1.72,1.96,
1991-10-25,7.68,15.75,1.75,1.93,
1991-10-28,7.65,15.45,1.77,1.95,
1991-10-29,7.51,15.55,1.73,1.99,
1991-10-30,7.48,15.46,1.75,2.03,
1991-10-31,7.47,15.48,1.77,2.02,
1991-11-01,7.48,15.6,1.83,2.01,
1991-11-04,7.5,16.35,1.87,2.0,
1991-11-05,7.56,16.48,1.86,1.98,
1991-11-06,7.51,16.47,1.88,2.0,
1991-11-07,7.43,15.97,1.81,2.06,
1991-11-08,7.41,15.43,1.78,2.04,
1991-11-12,7.37,14.04,1.72,2.03,
1991-11-13,7.41,13.95,1.76,2.03,
1991-11-14,7.35,13.96,1.75,2.05,
1991-11-15,7.33,21.18,1.79,2.08,
1991-11-18,7.33,18.28,1.78,2.07,
1991-11-19,7.37,20.34,1.87,2.08,
1991-11-20,7.38,20.4,1.86,2.05,
1991-11-21,7.39,19.11,1.89,2.06,
1991-11-22,7.44,21.2,1.95,2.01,
1991-11-25,7.45,21.92,1.95,2.02,
1991-11-26,7.42,19.8,1.97,2.04,
1991-11-27,7.42,19.84,1.99,2.03,
1991-11-29,7.38,20.26,2.0,2.06,
1991-12-02,7.32,20.18,1.99,2.1,
1991-12-03,7.28,19.7,1.99,2.12,
1991-12-04,7.17,19.54,1.95,2.19,
1991-12-05,7.21,20.19,1.99,2.14,
1991-12-06,7.26,19.04,2.07,2.06,
1991-12-09,7.22,19.74,2.13,2.1,
1991-12-10,7.21,19.89,2.14,2.09,
1991-12-11,7.22,20.57,2.18,2.1,
1991-12-12,7.19,19.08,2.13,2.1,
1991-12-13,7.22,17.88,2.13,2.07,
1991-12-16,7.21,17.62,2.15,2.09,
1991-12-17,7.18,18.12,2.16,2.11,
1991-12-18,7.19,17.78,2.08,2.09,
1991-12-19,7.11,17.96,2.06,2.13,
1991-12-20,6.97,17.65,2.17,2.21,
1991-12-23,6.88,16.61,2.09,2.27,
1991-12-24,6.88,15.67,2.04,2.26,
1991-12-26,6.85,15.44,2.0,2.27,
1991-12-27,6.82,15.7,1.97,2.34,
1991-12-30,6.76,17.63,1.96,2.35,
1991-12-31,6.71,19.31,1.94,2.39,
1992-01-02,6.78,18.95,2.01,2.33,
1992-01-03,6.85,18.75,2.05,2.26,
1992-01-06,6.82,18.96,2.06,2.27,
1992-01-07,6.76,19.23,2.09,2.31,
1992-01-08,6.77,18.72,2.11,2.28,
1992-01-09,6.79,18.96,2.02,2.22,
1992-01-10,6.85,18.45,2.0,2.19,
1992-01-13,6.92,18.01,1.99,2.14,
1992-01-14,7.03,17.01,2.03,2.05,
1992-01-15,7.05,17.39,1.98,2.06,
1992-01-16,7.13,17.64,2.06,2.03,
1992-01-17,7.09,16.32,2.07,2.04,
1992-01-21,7.03,17.92,2.06,2.1,
1992-01-22,7.09,16.75,2.14,2.06,
1992-01-23,7.2,16.46,2.18,2.01,
1992-01-24,7.25,16.24,2.12,1.97,
1992-01-27,7.24,16.67,2.09,1.95,
1992-01-28,7.16,17.67,2.06,2.01,
1992-01-29,7.25,17.62,2.1,1.95,
1992-01-30,7.31,17.49,2.14,1.92,
1992-01-31,7.31,17.4,2.2,1.9,
1992-02-03,7.36,18.2,2.21,1.88,
1992-02-04,7.29,17.96,2.17,1.89,
1992-02-05,7.21,18.22,2.14,1.95,
1992-02-06,7.2,18.79,2.15,1.96,
1992-02-07,7.2,18.51,2.23,1.96,
1992-02-10,7.21,18.56,2.27,1.98,
1992-02-11,7.23,17.7,2.22,1.96,
1992-02-12,7.3,17.37,2.22,1.88,
1992-02-13,7.4,17.45,2.18,1.83,
1992-02-14,7.41,17.03,2.14,1.86,
1992-02-18,7.47,18.22,2.23,1.84,
1992-02-19,7.42,17.16,2.14,1.87,
1992-02-20,7.41,16.72,2.11,1.87,
1992-02-21,7.45,16.87,1.99,1.84,
1992-02-24,7.47,17.13,2.01,1.83,
1992-02-25,7.44,16.35,2.01,1.83,
1992-02-26,7.33,16.64,1.96,1.9,
1992-02-27,7.35,16.51,2.01,1.85,
1992-02-28,7.27,16.68,2.0,1.9,
1992-03-02,7.38,16.88,1.93,1.83,
1992-03-03,7.43,17.26,1.95,1.78,
1992-03-04,7.43,17.89,1.93,1.77,
1992-03-05,7.51,18.47,1.89,1.71,
1992-03-06,7.48,19.75,1.88,1.72,
1992-03-09,7.42,19.68,1.88,1.76,
1992-03-10,7.43,18.68,1.87,1.73,
1992-03-11,7.51,19.79,1.93,1.71,
1992-03-12,7.62,19.72,1.88,1.66,
1992-03-13,7.71,18.35,1.85,1.61,
1992-03-16,7.69,18.46,1.82,1.65,
1992-03-17,7.62,16.79,1.79,1.69,
1992-03-18,7.62,16.69,1.78,1.69,
1992-03-19,7.57,16.52,1.78,1.71,
1992-03-20,7.64,16.82,1.78,1.67,
1992-03-23,7.62,16.73,1.75,1.68,
1992-03-24,7.53,16.32,1.75,1.71,
1992-03-25,7.53,16.19,1.81,1.71,
1992-03-26,7.57,16.29,1.88,1.7,
1992-03-27,7.54,16.02,1.86,1.67,
1992-03-30,7.54,15.97,1.93,1.68,
1992-03-31,7.54,16.18,1.94,1.7,
1992-04-01,7.46,16.48,1.93,1.75,
1992-04-02,7.47,17.06,1.92,1.74,
1992-04-03,7.42,16.72,2.05,1.77,
1992-04-06,7.41,16.72,2.05,1.79,
1992-04-07,7.41,18.81,2.07,1.78,
1992-04-08,7.44,20.15,2.11,1.77,
1992-04-09,7.35,17.89,2.26,1.83,
1992-04-10,7.37,16.85,2.21,1.8,
1992-04-13,7.33,16.99,2.22,1.82,
1992-04-14,7.35,15.98,2.2,1.81,
1992-04-15,7.37,15.15,2.15,1.78,
1992-04-16,7.45,14.85,2.11,1.73,
1992-04-20,7.59,15.93,2.14,1.64,
1992-04-21,7.58,16.53,2.17,1.67,
1992-04-22,7.57,15.96,2.16,1.67,
1992-04-23,7.59,15.83,2.18,1.67,
1992-04-24,7.55,15.71,2.22,1.69,
1992-04-27,7.6,16.49,2.18,1.64,
1992-04-28,7.57,16.24,2.17,1.67,
